zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day
98058,1,1,3,3,3,2,3,3,2,3,3,3,3,2,2,3,2,1,1,2,2,3,3,,2,2,3,1,3,,3,2,1,,2,2,2,2,3,3,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,1,28,2,3,3,2,1,2,1.392284566,1,3,3,3,2021,6,8
98125,2,,3,5,5,2,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1,2,,2,1,2,1,1,,1,1,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,2,2,2,2,1,35,3,3,4,5,1,2,0.470425464,1,1,1,2,2021,6,8
98054,2,,1,2,2,1,2,4,4,3,3,3,2,1,2,4,4,1,1,1,2,2,1,,2,1,1,1,1,,1,1,1,,2,2,2,2,4,4,4,3,2,1,1,1,2,2,2,2,1,2,1,1,2,2,18,2,3,1,3,1,2,0.801983718,1,1,3,2,2021,6,8
98166,2,,3,3,5,3,3,4,2,2,3,2,2,2,1,1,1,1,1,1,1,2,3,,2,2,2,3,3,,2,2,3,,2,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,1,1,2,2,42,3,6,1,2,1,2,0.825536287,1,3,3,3,2021,6,8
98033,2,,5,5,5,5,5,2,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,1,1,2,,2,2,2,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,55,4,4,3,4,1,2,1.597199033,1,2,2,2,2021,6,8
98103,1,1,2,5,5,3,1,1,1,3,4,1,1,1,1,2,1,1,1,1,3,5,2,,2,2,3,3,2,,3,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,42,3,3,2,2,1,1,0.834126274,1,2,2,2,2021,6,8
98168,2,,5,5,5,5,5,3,2,4,4,4,1,1,1,1,1,1,1,1,1,1,3,,2,2,2,3,2,,2,2,3,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,57,4,3,1,2,1,2,0.72245638,1,3,2,2,2021,6,8
98109,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,3,,2,2,1,1,3,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,43,3,3,1,1,2,1,1.079457531,1,3,3,2,2021,6,8
98391,1,1,2,3,2,1,1,3,2,4,4,2,2,1,1,1,1,2,1,1,2,3,2,,2,2,3,3,2,,1,1,1,,2,4,3,2,4,4,3,4,1,1,1,1,2,2,2,2,1,2,1,2,2,1,22,2,2,2,2,1,2,0.438631475,1,3,1,2,2021,6,8
98184,1,1,3,5,3,1,5,2,4,4,4,4,2,1,1,1,1,2,1,1,1,2,3,,3,3,3,2,3,,1,3,1,,2,2,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,20,2,3,2,2,1,1,0.757429067,1,3,3,3,2021,6,8
98003,2,,2,2,3,2,1,4,2,2,2,2,3,2,2,2,2,2,1,1,4,2,2,,2,2,2,1,3,,1,1,1,,2,2,2,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,34,2,2,3,1,1,2,1.702556451,1,1,3,2,2021,6,8
98006,1,3,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,1,1,,3,3,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,61,4,1,4,2,1,2,0.793967513,1,2,2,2,2021,6,8
98029,2,,5,5,5,5,5,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,3,,2,3,2,3,3,,3,3,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,73,5,3,3,1,1,2,1.120773651,1,3,3,2,2021,6,8
98391,1,1,3,3,5,1,1,4,1,4,4,2,2,2,2,2,2,1,1,1,1,2,2,,2,2,2,1,2,,2,2,1,,2,4,3,2,4,4,4,4,2,2,1,1,1,1,1,2,1,1,1,1,2,2,41,3,4,2,4,1,2,0.701705844,1,2,2,1,2021,6,8
98038,2,,2,2,2,3,1,2,1,1,1,1,2,2,1,2,1,1,1,1,3,2,1,,2,2,1,1,2,,2,2,1,,2,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,32,2,3,1,2,1,3,1.210682231,1,1,2,2,2021,6,8
98125,2,,3,5,3,3,2,3,1,3,4,2,1,1,1,2,1,1,1,1,2,2,3,,3,3,3,3,3,,3,3,3,,3,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,33,2,3,4,5,1,2,1.331750455,1,3,3,3,2021,6,8
98198,2,,3,3,3,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,1,2,2,3,2,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,50,4,3,1,3,1,2,0.955475946,1,3,2,2,2021,6,8
98014,2,,1,2,2,3,1,3,1,3,3,2,2,2,1,2,1,1,1,1,1,2,3,,2,2,2,1,3,,2,2,1,,3,4,1,1,4,4,4,4,2,2,1,2,2,2,2,2,2,2,1,1,2,1,40,3,3,4,5,1,2,0.470425464,1,1,2,3,2021,6,8
98199,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,3,,3,3,3,3,3,,3,3,3,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,65,5,3,3,3,2,1,0.916996623,1,3,3,3,2021,6,8
98028,2,,5,5,3,2,2,4,1,4,4,4,1,1,1,2,1,1,1,1,1,1,2,,2,2,2,2,2,,2,2,1,,2,2,4,4,4,4,4,4,2,2,2,1,1,1,1,2,2,2,2,2,2,1,81,5,1,4,1,1,2,1.42166936,1,2,2,2,2021,6,8
98003,2,,5,5,5,5,5,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,,2,2,1,,2,4,4,4,4,4,4,4,1,2,1,2,1,1,1,1,2,2,2,1,2,1,69,5,1,3,4,1,2,2.26958717,1,2,2,2,2021,6,8
98001,1,1,4,4,3,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,,1,1,1,1,1,,1,1,1,,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,59,4,4,1,2,1,1,1.497093187,1,1,1,1,2021,6,8
98022,2,,5,5,5,5,5,4,1,4,4,4,1,1,1,1,1,1,1,1,2,1,3,,2,2,3,1,1,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,34,2,3,1,1,2,3,1.36635362,1,1,2,2,2021,6,8
98025,1,2,4,5,5,4,1,4,3,4,4,3,5,1,1,1,1,1,1,1,1,1,1,,2,2,2,1,2,,2,2,2,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,24,2,1,2,1,1,1,0.241435503,2,2,2,2,2021,6,8
98030,1,6,5,5,5,5,5,3,2,4,4,5,2,1,1,1,1,1,1,1,1,3,3,,2,3,3,1,2,,3,3,1,,2,3,4,4,3,4,4,4,2,2,2,1,1,1,2,2,1,2,1,1,2,1,19,2,1,1,1,2,1,0.365064406,1,1,3,3,2021,6,8
98168,2,,5,5,3,2,5,2,1,4,4,4,2,1,1,2,1,1,1,1,2,1,2,,2,1,1,1,1,,1,1,1,,1,2,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,60,4,3,3,1,1,2,1.546296463,1,1,2,2,2021,6,8
98133,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,1,1,,3,3,2,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,78,5,1,4,2,1,1,1.292426691,1,3,2,2,2021,6,8
98188,1,6,5,5,5,5,5,4,2,4,4,3,2,1,1,1,1,1,1,1,1,1,3,,2,3,3,3,3,,3,3,3,,3,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,16,1,1,1,2,2,2,0.284041768,1,3,3,3,2021,6,8
98001,1,1,4,3,4,3,4,2,2,2,2,2,2,2,2,1,1,2,1,3,2,1,1,,1,1,1,1,1,,1,1,1,,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,29,2,4,1,2,1,1,1.208519047,1,1,1,1,2021,6,8
98122,1,4,5,5,5,5,5,4,4,4,4,5,2,1,1,3,1,1,1,1,2,2,3,,2,1,2,1,1,,1,1,1,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,2,1,1,2,1,54,4,3,3,2,2,1,1.617956133,1,1,1,2,2021,6,8
98031,2,,5,5,5,5,5,4,4,4,4,4,4,1,2,1,1,1,1,1,1,2,2,,2,2,2,1,2,,2,2,1,,2,3,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,1,1,1,2,1,74,5,3,3,3,1,2,0.754875105,1,3,2,2,2021,6,8
98146,1,1,3,3,4,1,5,4,1,4,4,4,4,2,2,2,3,1,1,1,5,2,2,,2,2,2,1,2,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,1,41,3,3,3,4,1,1,0.491808439,1,1,2,2,2021,6,8
98011,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,2,1,1,1,1,1,1,2,,2,2,2,1,2,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,2,59,4,3,4,4,1,2,0.72245638,1,2,2,2,2021,6,8
98038,1,1,5,5,5,5,5,4,2,4,4,4,2,1,1,2,2,1,1,1,2,2,2,,2,2,2,1,2,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,1,1,1,2,1,59,4,3,4,5,1,2,1.34460562,1,3,2,3,2021,6,8
98052,1,1,3,4,3,2,2,3,1,3,4,2,2,1,1,3,1,1,1,1,1,2,2,,2,2,1,1,2,,2,2,1,,2,4,4,2,2,2,3,2,2,2,1,2,1,1,1,2,1,2,1,1,2,1,62,4,3,3,4,1,2,1.405724058,1,1,2,2,2021,6,8
98109,1,3,4,4,5,3,3,3,1,3,3,3,3,2,1,2,1,1,1,1,1,2,3,,2,2,3,1,2,,3,3,1,,2,4,4,3,4,4,4,4,1,1,1,1,2,1,1,2,1,2,1,1,2,2,28,2,3,4,5,1,1,1.36635362,1,3,3,3,2021,6,8
98168,2,,5,5,5,5,5,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,1,2,2,2,2,76,5,1,3,2,1,2,1.018534378,2,2,2,2,2021,6,8
98045,1,1,5,5,5,1,5,4,1,4,4,4,2,1,2,1,1,1,1,1,2,1,2,,2,2,2,1,2,,2,2,1,,2,4,4,4,3,3,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,2,29,2,3,3,3,1,2,1.285614542,1,3,2,2,2021,6,8
98166,1,1,3,5,5,1,5,4,1,4,4,2,1,1,1,1,1,1,1,1,1,2,2,,1,2,1,1,1,,1,1,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,57,4,3,4,4,1,2,0.72245638,1,1,1,1,2021,6,8
98121,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,3,2,1,2,2,,2,1,1,2,1,,1,1,2,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,41,3,1,4,5,1,1,0.482035799,1,2,1,2,2021,6,8
98001,1,1,5,5,5,3,5,4,1,4,4,3,1,1,1,2,2,1,1,1,1,1,3,,2,2,2,1,3,,3,3,1,,2,4,4,4,4,4,4,4,2,2,2,1,2,2,1,2,1,2,1,1,2,1,62,4,3,2,4,1,2,1.039013434,1,3,2,2,2021,6,8
98115,1,1,3,4,4,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,3,3,3,3,3,,3,3,3,,3,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,65,5,3,4,3,2,1,0.656413135,1,1,3,3,2021,6,8
98198,2,,5,5,5,5,3,2,4,4,3,2,2,4,3,2,2,1,3,4,4,1,1,,2,2,2,1,2,,2,2,1,,2,4,2,2,3,2,3,4,2,2,2,1,2,2,2,2,2,2,2,1,2,1,25,2,3,2,1,1,1,1.029079897,1,2,1,3,2021,6,9
98101,2,,5,5,5,5,2,3,1,3,4,1,2,1,1,2,1,1,1,2,3,3,3,,2,2,3,3,3,,3,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,24,2,7,3,5,1,1,0.483264969,1,1,1,3,2021,6,9
98052,2,,5,5,5,5,5,4,2,4,4,4,2,1,1,2,2,1,1,1,2,2,2,,2,2,3,3,3,,3,3,1,,2,4,4,3,4,4,4,4,1,1,2,1,2,2,2,2,1,2,1,1,2,2,50,4,3,2,1,1,2,0.902393949,1,1,2,2,2021,6,9
98023,2,,5,5,5,3,2,4,2,4,4,1,1,1,1,2,1,1,1,1,1,2,2,,2,2,2,2,2,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1,2,2,2,1,55,4,2,3,2,1,1,1.337333669,1,2,2,2,2021,6,9
98106,1,1,1,3,4,4,5,4,4,4,4,4,2,2,1,1,1,1,1,1,1,2,1,,2,2,2,2,2,,2,2,2,,2,3,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,40,3,3,4,4,1,1,0.427659513,1,2,2,2,2021,6,9
98126,1,1,5,5,5,5,5,3,1,3,3,3,4,2,2,4,2,1,1,2,5,2,2,,2,2,2,1,2,,2,2,1,,2,4,4,3,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,2,2,1,41,3,3,3,3,1,1,0.442627595,1,1,2,2,2021,6,9
98006,2,,3,2,2,3,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,2,2,,2,2,2,2,2,,2,2,2,,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,23,2,4,4,5,2,2,0.420230408,1,2,2,2,2021,6,9
98133,2,,4,4,3,3,3,4,2,4,4,3,1,1,1,1,1,1,1,1,2,2,2,,2,2,2,1,2,,2,2,1,,2,3,3,3,4,4,4,4,1,2,2,2,2,2,2,2,2,1,1,1,2,2,40,3,1,1,1,1,2,0.631147122,1,1,3,2,2021,6,9
98168,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,3,2,,2,2,2,,2,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,43,3,3,1,1,2,2,1.079457531,1,2,2,2,2021,6,9
98045,2,,3,3,2,4,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,3,3,,2,2,1,,2,3,4,4,4,4,4,4,2,1,1,2,2,2,2,2,2,1,1,1,2,2,29,2,3,2,3,1,2,1.055818706,1,2,3,2,2021,6,9
98001,1,1,2,2,3,3,2,4,4,4,4,2,1,1,1,1,1,1,1,1,2,2,2,,1,2,1,1,3,,2,2,1,,2,4,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,33,2,3,2,1,1,2,1.055818706,1,2,2,2,2021,6,9
98003,2,,5,5,3,5,5,4,2,4,4,4,2,2,2,3,3,2,1,1,1,2,2,,2,2,2,2,3,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,1,71,5,3,2,2,1,2,0.619945738,1,3,2,2,2021,6,9
98002,2,,3,5,3,5,4,3,2,3,4,3,2,2,2,2,2,2,1,1,2,2,2,,3,3,1,1,1,,3,3,1,,2,3,4,4,4,4,4,4,1,1,2,2,1,1,1,2,2,1,1,1,2,1,67,5,3,3,1,1,2,0.922625128,1,3,3,3,2021,6,9
98028,2,,1,5,5,3,5,4,1,4,4,4,1,1,1,2,1,1,1,1,1,1,2,,2,3,2,3,3,,3,3,1,,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,66,5,8,2,4,1,1,4.907500954,1,2,2,2,2021,6,9
98030,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,,3,3,2,1,1,,2,2,2,,2,4,4,4,4,4,4,4,2,2,2,2,2,1,2,1,1,1,1,1,2,2,57,4,4,3,2,1,2,1.597199033,1,1,3,2,2021,6,9
98004,2,,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,2,2,2,2,3,3,,2,2,2,3,3,,3,3,3,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,77,5,3,4,5,1,1,2.67781609,1,3,2,2,2021,6,9
98072,1,1,5,5,5,5,5,3,4,4,4,3,2,1,1,2,1,1,1,1,1,2,3,,2,2,2,3,2,,2,2,1,,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,60,4,3,3,3,1,1,1.265151652,1,3,2,2,2021,6,9
98117,2,,5,5,5,5,5,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,2,,2,2,1,1,2,,2,2,1,,2,4,4,4,4,4,4,4,1,2,1,2,2,2,2,2,2,1,2,2,2,1,72,5,3,3,1,1,1,0.922625128,1,2,2,2,2021,6,9
98038,2,,5,5,4,2,2,4,2,4,4,3,1,1,2,2,2,1,1,1,5,5,3,,2,3,3,1,3,,3,3,1,,2,4,4,2,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,2,1,74,5,3,3,3,1,3,0.754875105,1,3,2,3,2021,6,9
98092,2,,1,1,1,1,1,3,1,3,4,1,2,1,2,4,1,1,1,2,3,4,2,,2,2,2,1,2,,2,2,1,,2,1,1,1,1,1,5,5,1,1,1,1,2,2,2,2,2,2,1,1,2,1,37,3,4,3,2,1,2,1.094000495,1,2,2,3,2021,6,9
98166,1,1,3,3,3,1,2,3,2,3,4,4,2,1,1,2,1,1,1,1,1,1,3,,2,3,2,1,2,,2,2,1,,2,3,3,3,4,4,4,4,2,2,2,1,2,2,2,2,2,2,1,1,2,2,40,3,3,3,5,1,2,1.241376161,1,1,2,2,2021,6,9
98007,2,,5,5,5,3,2,3,4,4,4,2,2,2,1,2,1,1,1,1,1,3,3,,2,2,1,1,3,,1,3,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,29,2,4,4,3,1,2,0.816821814,1,3,3,1,2021,6,9
98141,1,1,1,1,2,2,2,2,1,2,1,1,3,2,3,2,3,3,2,2,2,3,1,,3,2,1,3,1,,1,1,1,,2,1,3,2,1,1,2,1,2,2,1,2,1,2,2,1,2,1,1,2,2,1,41,3,3,4,4,1,1,0.427659513,1,1,1,1,2021,6,9
98008,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,3,2,3,3,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,57,4,3,3,1,1,2,1.546296463,1,2,3,2,2021,6,9
98058,1,1,2,3,5,2,3,4,1,3,3,3,2,2,2,2,2,2,1,1,2,2,2,,2,2,2,1,2,,2,2,1,,2,4,3,4,3,3,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,63,4,3,3,2,1,2,0.830824837,1,2,2,2,2021,6,9
98005,1,1,4,5,5,2,5,4,4,4,4,4,2,1,2,2,1,1,1,2,2,2,2,,2,3,2,3,1,,3,2,1,,2,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,73,5,3,4,2,1,2,0.885987076,1,3,2,2,2021,6,9
98007,1,3,5,5,5,2,2,4,2,4,4,2,1,1,1,1,1,1,1,1,1,2,3,,2,2,2,2,3,,3,3,1,,3,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,1,2,1,1,2,1,37,3,4,3,4,1,1,1.094000495,1,3,2,3,2021,6,9
98391,2,,5,5,5,5,5,4,5,4,4,4,1,1,1,2,1,1,1,1,1,1,3,,2,3,2,3,3,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,70,5,3,3,2,1,2,1.018885137,1,1,3,2,2021,6,9
98102,2,,3,5,3,2,2,4,2,4,4,5,2,2,1,1,2,1,1,1,2,2,3,,3,3,3,1,3,,3,3,3,,2,4,4,4,3,4,4,4,2,2,2,1,2,2,1,2,2,2,1,1,2,2,17,1,8,1,2,2,1,0.382027643,1,3,3,3,2021,6,9
98028,1,1,5,5,5,3,5,3,2,4,4,4,2,1,1,2,2,1,1,1,2,1,3,,2,1,2,3,1,,1,1,1,,2,4,4,4,4,4,4,4,1,2,2,1,1,1,1,1,1,2,2,1,2,2,21,2,1,1,1,1,1,0.312445944,1,3,2,2,2021,6,9
98052,1,1,5,5,5,2,5,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,3,2,,1,3,3,,2,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,1,1,2,2,38,3,3,4,4,2,2,0.981325028,1,3,1,2,2021,6,9
98109,2,,5,5,5,5,5,5,4,4,4,4,1,1,1,2,1,1,1,1,2,1,2,,2,3,2,3,3,,3,2,2,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,52,4,2,1,1,2,1,0.846997437,1,3,2,2,2021,6,9
98121,2,,5,5,5,5,5,4,2,4,4,5,1,1,1,1,1,1,1,1,1,5,2,,2,2,2,2,2,,2,2,1,,2,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,56,4,3,1,2,2,1,0.72245638,1,2,2,3,2021,6,9
98042,2,,2,2,2,2,3,3,1,3,3,4,2,2,2,2,1,1,1,1,2,1,2,,2,3,1,1,3,,3,3,1,,2,3,3,3,3,3,4,4,1,1,1,2,1,1,2,2,2,2,1,1,2,1,44,3,3,1,1,1,3,0.470425464,1,2,2,2,2021,6,9
98101,1,1,5,5,5,4,3,4,3,4,4,3,1,1,1,2,1,1,1,1,1,2,1,,2,1,1,2,1,,3,3,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,35,3,3,3,3,2,1,1.015671404,1,1,1,2,2021,6,9
98047,2,,5,5,3,2,5,3,1,4,4,4,2,1,1,2,1,2,1,1,1,1,2,,2,2,2,2,2,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,1,1,1,1,2,2,61,4,3,3,1,1,2,0.913907321,1,2,2,2,2021,6,9
98056,2,,5,5,5,5,5,4,1,4,4,4,4,3,1,1,1,1,1,1,1,2,2,,2,2,2,1,2,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,72,5,1,2,4,1,2,1.677520952,1,1,2,2,2021,6,9
98104,2,,5,5,5,5,5,2,2,4,4,4,1,1,2,3,2,1,1,1,3,1,2,,1,1,1,1,2,,3,3,3,,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,50,4,3,2,1,2,1,1.19588062,1,3,3,3,2021,6,9
98104,2,,5,5,5,5,5,3,4,3,4,4,1,1,1,2,1,1,1,1,3,1,2,,2,3,3,3,3,,1,3,3,,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,59,4,3,2,1,2,2,0.614087923,1,2,2,2,2021,6,9
98030,1,1,3,3,5,3,5,3,1,4,4,3,2,1,1,2,2,1,1,1,2,2,3,,2,2,1,1,3,,3,3,1,,3,4,4,4,4,3,4,3,1,1,1,1,2,2,2,2,1,1,1,1,2,3,32,2,3,2,2,1,2,1.029079897,1,3,2,3,2021,6,9
98122,2,,5,5,5,5,5,4,4,4,4,4,2,1,1,2,1,1,1,1,1,1,2,,1,1,1,1,1,,1,1,2,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,2,1,2,1,71,5,3,2,1,2,1,0.619945738,1,1,2,2,2021,6,9
98106,1,3,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,2,2,2,2,,2,2,2,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,40,3,3,4,4,1,1,0.427659513,1,1,2,2,2021,6,9
98075,1,3,3,5,5,3,5,4,2,3,4,4,2,2,1,2,2,1,1,1,1,2,2,,2,1,2,1,3,,1,1,1,,2,4,4,4,5,5,5,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,57,4,4,3,3,1,2,1.549491448,1,2,3,2,2021,6,9
98107,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,3,,2,2,2,3,2,,2,2,1,,2,4,4,4,4,4,4,4,2,1,1,2,1,1,2,1,1,1,1,1,2,2,24,2,3,2,1,2,1,0.757429067,1,3,2,2,2021,6,9
98077,1,1,3,5,2,3,3,1,1,4,4,3,3,1,2,2,1,1,1,1,1,2,1,,2,2,2,1,1,,2,2,1,,2,1,4,4,1,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,53,4,3,4,4,1,2,1.406918376,1,1,1,2,2021,6,9
98004,1,6,5,5,5,3,3,3,2,3,3,3,2,1,1,2,1,1,1,1,1,1,3,,2,2,3,1,3,,3,3,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,1,1,2,1,71,5,3,4,5,1,1,0.80228272,1,3,2,2,2021,6,9
98118,2,,5,5,5,5,5,4,2,3,3,3,2,2,2,1,1,1,1,2,2,2,3,,2,2,3,1,1,,1,1,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,39,3,7,1,2,2,1,0.825536287,1,3,1,3,2021,6,9
98105,1,5,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,1,3,,3,3,3,,2,4,4,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,39,3,8,4,1,1,3,1.046435256,1,2,3,3,2021,6,9
98006,2,,1,5,5,5,5,4,3,4,4,3,2,1,1,1,1,1,1,1,1,2,3,,3,2,3,1,1,,2,3,1,,2,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,38,3,3,4,1,2,2,1.079457531,1,3,2,3,2021,6,9
98004,1,1,3,3,3,2,2,4,3,4,4,2,1,1,1,1,1,1,1,1,1,2,1,,2,1,3,1,3,,2,3,3,,2,4,4,2,3,3,3,4,1,1,2,1,2,2,2,1,1,2,2,2,2,2,26,2,3,4,4,1,1,1.242139654,1,1,1,2,2021,6,9
